id,transaction,datetime,name,value,source,location,created_at
2360,logging,2026-01-25T17:08:15Z,temperature,66.88,arduino-r4-wifi-36BF00,study,2026-01-25T12:08:17-05:00
2361,logging,2026-01-25T17:07:38Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:08:32-05:00
2362,logging,2026-01-25T17:08:52Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:08:54-05:00
2363,logging,2026-01-25T17:08:15Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:09:09-05:00
2364,logging,2026-01-25T17:09:29Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:09:31-05:00
2365,logging,2026-01-25T17:08:52Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:09:46-05:00
2366,logging,2026-01-25T17:10:06Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:10:07-05:00
2367,logging,2026-01-25T17:09:29Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:10:23-05:00
2368,logging,2026-01-25T17:10:43Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:10:44-05:00
2369,logging,2026-01-25T17:10:06Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:11:00-05:00
2370,logging,2026-01-25T17:11:20Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:11:21-05:00
2371,logging,2026-01-25T17:10:42Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:11:37-05:00
2372,logging,2026-01-25T17:11:56Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:11:58-05:00
2373,logging,2026-01-25T17:11:19Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:12:14-05:00
2374,logging,2026-01-25T17:12:33Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:12:35-05:00
2375,logging,2026-01-25T17:11:56Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:12:51-05:00
2376,logging,2026-01-25T17:13:10Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:13:12-05:00
2377,logging,2026-01-25T17:12:33Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:13:28-05:00
2378,logging,2026-01-25T17:13:47Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:13:49-05:00
2379,logging,2026-01-25T17:13:10Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:14:05-05:00
2380,logging,2026-01-25T17:14:24Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:14:26-05:00
2381,logging,2026-01-25T17:13:47Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:14:41-05:00
2382,logging,2026-01-25T17:15:01Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:15:03-05:00
2383,logging,2026-01-25T17:14:24Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:15:18-05:00
2384,logging,2026-01-25T17:15:38Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:15:40-05:00
2385,logging,2026-01-25T17:15:01Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:15:55-05:00
2386,logging,2026-01-25T17:16:15Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:16:17-05:00
2387,logging,2026-01-25T17:15:38Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:16:32-05:00
2388,logging,2026-01-25T17:16:52Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:16:54-05:00
2389,logging,2026-01-25T17:16:15Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:17:09-05:00
2390,logging,2026-01-25T17:17:29Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:17:31-05:00
2391,logging,2026-01-25T17:16:52Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:17:46-05:00
2392,logging,2026-01-25T17:18:06Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:18:07-05:00
2393,logging,2026-01-25T17:17:28Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:18:23-05:00
2394,logging,2026-01-25T17:18:42Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:18:44-05:00
2395,logging,2026-01-25T17:18:05Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:19:00-05:00
2396,logging,2026-01-25T17:19:19Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:19:21-05:00
2397,logging,2026-01-25T17:18:42Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:19:37-05:00
2398,logging,2026-01-25T17:19:56Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:19:58-05:00
2399,logging,2026-01-25T17:19:19Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:20:14-05:00
2400,logging,2026-01-25T17:20:33Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:20:35-05:00
2401,logging,2026-01-25T17:19:56Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:20:51-05:00
2402,logging,2026-01-25T17:21:10Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:21:12-05:00
2403,logging,2026-01-25T17:20:33Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:21:28-05:00
2404,logging,2026-01-25T17:21:47Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:21:49-05:00
2405,logging,2026-01-25T17:21:10Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:22:05-05:00
2406,logging,2026-01-25T17:22:24Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:22:26-05:00
2407,logging,2026-01-25T17:21:47Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:22:42-05:00
2408,logging,2026-01-25T17:23:01Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:23:03-05:00
2409,logging,2026-01-25T17:22:24Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:23:19-05:00
2410,logging,2026-01-25T17:23:38Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:23:40-05:00
2411,logging,2026-01-25T17:23:01Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:23:56-05:00
2412,logging,2026-01-25T17:24:15Z,temperature,66.65,arduino-r4-wifi-36BF00,study,2026-01-25T12:24:17-05:00
2413,logging,2026-01-25T17:23:38Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:24:32-05:00
2414,logging,2026-01-25T17:24:52Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:24:54-05:00
2415,logging,2026-01-25T17:24:14Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:25:09-05:00
2416,logging,2026-01-25T17:25:29Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:25:31-05:00
2417,logging,2026-01-25T17:24:51Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:25:46-05:00
2418,logging,2026-01-25T17:26:05Z,temperature,66.76,arduino-r4-wifi-36BF00,study,2026-01-25T12:26:07-05:00
2419,logging,2026-01-25T17:25:28Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:26:23-05:00
2420,logging,2026-01-25T17:26:42Z,temperature,66.88,arduino-r4-wifi-36BF00,study,2026-01-25T12:26:44-05:00
2421,logging,2026-01-25T17:26:05Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:27:00-05:00
2422,logging,2026-01-25T17:27:19Z,temperature,66.88,arduino-r4-wifi-36BF00,study,2026-01-25T12:27:21-05:00
2423,logging,2026-01-25T17:26:42Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:27:37-05:00
2424,logging,2026-01-25T17:27:56Z,temperature,66.88,arduino-r4-wifi-36BF00,study,2026-01-25T12:27:58-05:00
2425,logging,2026-01-25T17:27:19Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:28:14-05:00
2426,logging,2026-01-25T17:28:33Z,temperature,66.88,arduino-r4-wifi-36BF00,study,2026-01-25T12:28:35-05:00
2427,logging,2026-01-25T17:27:56Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:28:51-05:00
2428,logging,2026-01-25T17:29:10Z,temperature,66.88,arduino-r4-wifi-36BF00,study,2026-01-25T12:29:12-05:00
2429,logging,2026-01-25T17:28:33Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:29:28-05:00
2430,logging,2026-01-25T17:29:47Z,temperature,66.99,arduino-r4-wifi-36BF00,study,2026-01-25T12:29:49-05:00
2431,logging,2026-01-25T17:29:10Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:30:05-05:00
2432,logging,2026-01-25T17:30:24Z,temperature,67.1,arduino-r4-wifi-36BF00,study,2026-01-25T12:30:26-05:00
2433,logging,2026-01-25T17:29:47Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:30:42-05:00
2434,logging,2026-01-25T17:31:01Z,temperature,67.1,arduino-r4-wifi-36BF00,study,2026-01-25T12:31:03-05:00
2435,logging,2026-01-25T17:30:24Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:31:19-05:00
2436,logging,2026-01-25T17:31:38Z,temperature,67.21,arduino-r4-wifi-36BF00,study,2026-01-25T12:31:40-05:00
2437,logging,2026-01-25T17:31:00Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:31:56-05:00
2438,logging,2026-01-25T17:32:15Z,temperature,67.1,arduino-r4-wifi-36BF00,study,2026-01-25T12:32:17-05:00
2439,logging,2026-01-25T17:31:37Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:32:33-05:00
2440,logging,2026-01-25T17:32:52Z,temperature,67.21,arduino-r4-wifi-36BF00,study,2026-01-25T12:32:54-05:00
2441,logging,2026-01-25T17:32:14Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:33:10-05:00
2442,logging,2026-01-25T17:33:28Z,temperature,67.21,arduino-r4-wifi-36BF00,study,2026-01-25T12:33:31-05:00
2443,logging,2026-01-25T17:32:51Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:33:47-05:00
2444,logging,2026-01-25T17:34:05Z,temperature,67.21,arduino-r4-wifi-36BF00,study,2026-01-25T12:34:07-05:00
2445,logging,2026-01-25T17:33:28Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:34:23-05:00
2446,logging,2026-01-25T17:34:42Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:34:44-05:00
2447,logging,2026-01-25T17:34:05Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:35:00-05:00
2448,logging,2026-01-25T17:35:19Z,temperature,67.21,arduino-r4-wifi-36BF00,study,2026-01-25T12:35:21-05:00
2449,logging,2026-01-25T17:34:42Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:35:37-05:00
2450,logging,2026-01-25T17:35:56Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:35:58-05:00
2451,logging,2026-01-25T17:35:19Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:36:14-05:00
2452,logging,2026-01-25T17:36:33Z,temperature,67.21,arduino-r4-wifi-36BF00,study,2026-01-25T12:36:35-05:00
2453,logging,2026-01-25T17:35:56Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:36:51-05:00
2454,logging,2026-01-25T17:37:10Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:37:12-05:00
2455,logging,2026-01-25T17:36:33Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:37:28-05:00
2456,logging,2026-01-25T17:37:47Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:37:49-05:00
2457,logging,2026-01-25T17:37:10Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:38:05-05:00
2458,logging,2026-01-25T17:38:24Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:38:26-05:00
2459,logging,2026-01-25T17:37:46Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:38:42-05:00
2460,logging,2026-01-25T17:39:01Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:39:03-05:00
2461,logging,2026-01-25T17:38:23Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:39:19-05:00
2462,logging,2026-01-25T17:39:38Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:39:40-05:00
2463,logging,2026-01-25T17:39:00Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:39:56-05:00
2464,logging,2026-01-25T17:40:14Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:40:17-05:00
2465,logging,2026-01-25T17:39:37Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:40:33-05:00
2466,logging,2026-01-25T17:40:51Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:40:54-05:00
2467,logging,2026-01-25T17:40:14Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:41:10-05:00
2468,logging,2026-01-25T17:41:28Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:41:31-05:00
2469,logging,2026-01-25T17:40:51Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:41:47-05:00
2470,logging,2026-01-25T17:42:05Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:42:07-05:00
2471,logging,2026-01-25T17:41:28Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:42:24-05:00
2472,logging,2026-01-25T17:42:42Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:42:44-05:00
2473,logging,2026-01-25T17:42:05Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:43:01-05:00
2474,logging,2026-01-25T17:43:19Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:43:21-05:00
2475,logging,2026-01-25T17:42:42Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:43:37-05:00
2476,logging,2026-01-25T17:43:56Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:43:58-05:00
2477,logging,2026-01-25T17:43:19Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:44:14-05:00
2478,logging,2026-01-25T17:44:33Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:44:35-05:00
2479,logging,2026-01-25T17:43:55Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:44:51-05:00
2480,logging,2026-01-25T17:45:10Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:45:12-05:00
2481,logging,2026-01-25T17:44:32Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:45:28-05:00
2482,logging,2026-01-25T17:45:47Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:45:49-05:00
2483,logging,2026-01-25T17:45:09Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:46:05-05:00
2484,logging,2026-01-25T17:46:24Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:46:26-05:00
2485,logging,2026-01-25T17:45:46Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:46:42-05:00
2486,logging,2026-01-25T17:47:01Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:47:03-05:00
2487,logging,2026-01-25T17:46:23Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:47:19-05:00
2488,logging,2026-01-25T17:47:37Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:47:40-05:00
2489,logging,2026-01-25T17:47:00Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:47:56-05:00
2490,logging,2026-01-25T17:48:14Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:48:17-05:00
2491,logging,2026-01-25T17:47:37Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:48:33-05:00
2492,logging,2026-01-25T17:48:51Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:48:54-05:00
2493,logging,2026-01-25T17:48:14Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:49:10-05:00
2494,logging,2026-01-25T17:49:28Z,temperature,67.21,arduino-r4-wifi-36BF00,study,2026-01-25T12:49:31-05:00
2495,logging,2026-01-25T17:48:51Z,temperature,64.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:49:47-05:00
2496,logging,2026-01-25T17:50:05Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:50:07-05:00
2497,logging,2026-01-25T17:49:28Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:50:24-05:00
2498,logging,2026-01-25T17:50:42Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:50:44-05:00
2499,logging,2026-01-25T17:50:05Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:51:01-05:00
2500,logging,2026-01-25T17:51:19Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:51:21-05:00
2501,logging,2026-01-25T17:50:41Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:51:38-05:00
2502,logging,2026-01-25T17:51:56Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:51:58-05:00
2503,logging,2026-01-25T17:51:18Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:52:14-05:00
2504,logging,2026-01-25T17:52:33Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:52:35-05:00
2505,logging,2026-01-25T17:51:55Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:52:51-05:00
2506,logging,2026-01-25T17:53:10Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:53:12-05:00
2507,logging,2026-01-25T17:52:32Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:53:28-05:00
2508,logging,2026-01-25T17:53:47Z,temperature,67.32,arduino-r4-wifi-36BF00,study,2026-01-25T12:53:49-05:00
2509,logging,2026-01-25T17:53:09Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:54:05-05:00
2510,logging,2026-01-25T17:54:23Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:54:26-05:00
2511,logging,2026-01-25T17:53:46Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:54:42-05:00
2512,logging,2026-01-25T17:55:00Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:55:03-05:00
2513,logging,2026-01-25T17:54:23Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:55:19-05:00
2514,logging,2026-01-25T17:55:37Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:55:40-05:00
2515,logging,2026-01-25T17:55:00Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:55:56-05:00
2516,logging,2026-01-25T17:56:15Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:56:17-05:00
2517,logging,2026-01-25T17:55:37Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:56:33-05:00
2518,logging,2026-01-25T17:56:51Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:56:54-05:00
2519,logging,2026-01-25T17:56:14Z,temperature,64.85,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:57:10-05:00
2520,logging,2026-01-25T17:57:28Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T12:57:31-05:00
2521,logging,2026-01-25T17:56:51Z,temperature,64.85,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:57:47-05:00
2522,logging,2026-01-25T17:58:05Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T12:58:08-05:00
2523,logging,2026-01-25T17:57:27Z,temperature,64.85,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:58:24-05:00
2524,logging,2026-01-25T17:58:42Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T12:58:45-05:00
2525,logging,2026-01-25T17:58:04Z,temperature,64.85,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:59:01-05:00
2526,logging,2026-01-25T17:59:19Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T12:59:22-05:00
2527,logging,2026-01-25T17:58:41Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T12:59:38-05:00
2528,logging,2026-01-25T17:59:56Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T12:59:58-05:00
2529,logging,2026-01-25T17:59:18Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:00:15-05:00
2530,logging,2026-01-25T18:00:33Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:00:35-05:00
2531,logging,2026-01-25T17:59:55Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:00:52-05:00
2532,logging,2026-01-25T18:01:10Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:01:12-05:00
2533,logging,2026-01-25T18:00:32Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:01:28-05:00
2534,logging,2026-01-25T18:01:47Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:01:49-05:00
2535,logging,2026-01-25T18:01:09Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:02:05-05:00
2536,logging,2026-01-25T18:02:24Z,temperature,67.66,arduino-r4-wifi-36BF00,study,2026-01-25T13:02:26-05:00
2537,logging,2026-01-25T18:01:46Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:02:42-05:00
2538,logging,2026-01-25T18:03:01Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:03:03-05:00
2539,logging,2026-01-25T18:02:23Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:03:19-05:00
2540,logging,2026-01-25T18:03:37Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:03:40-05:00
2541,logging,2026-01-25T18:03:00Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:03:56-05:00
2542,logging,2026-01-25T18:04:14Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:04:17-05:00
2543,logging,2026-01-25T18:03:36Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:04:33-05:00
2544,logging,2026-01-25T18:04:51Z,temperature,67.66,arduino-r4-wifi-36BF00,study,2026-01-25T13:04:54-05:00
2545,logging,2026-01-25T18:04:13Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:05:10-05:00
2546,logging,2026-01-25T18:05:28Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:05:31-05:00
2547,logging,2026-01-25T18:04:50Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:05:47-05:00
2548,logging,2026-01-25T18:06:05Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:06:08-05:00
2549,logging,2026-01-25T18:05:27Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:06:24-05:00
2550,logging,2026-01-25T18:06:42Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:06:45-05:00
2551,logging,2026-01-25T18:06:04Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:07:01-05:00
2552,logging,2026-01-25T18:07:19Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:07:22-05:00
2553,logging,2026-01-25T18:06:41Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:07:38-05:00
2554,logging,2026-01-25T18:07:56Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:07:58-05:00
2555,logging,2026-01-25T18:07:18Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:08:15-05:00
2556,logging,2026-01-25T18:08:33Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:08:35-05:00
2557,logging,2026-01-25T18:07:55Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:08:52-05:00
2558,logging,2026-01-25T18:09:10Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:09:12-05:00
2559,logging,2026-01-25T18:08:32Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:09:29-05:00
2560,logging,2026-01-25T18:09:47Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:09:49-05:00
2561,logging,2026-01-25T18:09:09Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:10:06-05:00
2562,logging,2026-01-25T18:10:24Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:10:26-05:00
2563,logging,2026-01-25T18:09:46Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:10:42-05:00
2564,logging,2026-01-25T18:11:00Z,temperature,67.55,arduino-r4-wifi-36BF00,study,2026-01-25T13:11:03-05:00
2565,logging,2026-01-25T18:10:22Z,temperature,64.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:11:19-05:00
2566,logging,2026-01-25T18:11:37Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T13:11:40-05:00
2567,logging,2026-01-25T18:10:59Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:11:56-05:00
2568,logging,2026-01-25T18:12:14Z,temperature,67.44,arduino-r4-wifi-36BF00,study,2026-01-25T13:12:17-05:00
2569,logging,2026-01-25T18:11:36Z,temperature,64.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T13:12:33-05:00
